Rk,Player,Age,G,GS,MP,FG,FGA,ThreeP,ThreePA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FGP,ThreePer,FTP,MPAVG,PTSAVG,TRBAVG,ASTAVG,STLAVG,BLKAVG,Series,ID
5,Andrew Bogut,30,4,4,111,12,19,0,0,1,4,10,26,36,9,3,8,6,14,25,0.63200003,,0.25,27.700001,6.3000002,9,2.3,0.80000001,2,West 1stRd_15,293
6,Andre Iguodala,31,4,0,112,9,29,2,16,5,9,3,10,13,11,2,0,0,7,25,0.31,0.125,0.55599999,28,6.3000002,3.3,2.8,0.5,0,West 1stRd_15,294
7,Leandro Barbosa,32,4,0,49,10,22,0,3,4,5,3,2,5,2,0,0,3,3,24,0.45500001,0,0.80000001,12.2,6,1.3,0.5,0,0,West 1stRd_15,295
8,Shaun Livingston,29,4,0,63,7,14,0,0,3,5,3,3,6,7,1,1,1,6,17,0.5,,0.60000002,15.9,4.3000002,1.5,1.8,0.30000001,0.30000001,West 1stRd_15,296
9,Marreese Speights,27,4,0,28,3,15,0,0,1,2,5,4,9,3,1,3,1,5,7,0.2,,0.5,7,1.8,2.3,0.80000001,0.30000001,0.80000001,West 1stRd_15,297
10,Festus Ezeli,25,4,0,19,1,4,0,0,3,6,4,3,7,0,0,0,2,2,5,0.25,,0.5,4.8000002,1.3,1.8,0,0,0,West 1stRd_15,298
1,Stephen Curry,26,5,5,184,52,101,27,55,25,31,5,18,23,28,10,1,14,13,156,0.51499999,0.491,0.80599999,36.799999,31.200001,4.5999999,5.5999999,2,0.2,West Conference_15,299
2,Klay Thompson,24,5,5,159,35,84,14,41,5,6,1,12,13,16,5,4,9,21,89,0.417,0.34099999,0.833,31.700001,17.799999,2.5999999,3.2,1,0.80000001,West Conference_15,300
3,Draymond Green,24,5,5,191,29,67,4,20,10,13,15,46,61,28,4,9,15,20,72,0.433,0.2,0.76899999,38.299999,14.4,12.2,5.5999999,0.80000001,1.8,West Conference_15,301
4,Harrison Barnes,22,5,5,155,25,62,7,20,2,2,8,15,23,9,6,0,5,12,59,0.403,0.34999999,1,31,11.8,4.5999999,1.8,1.2,0,West Conference_15,302
5,Shaun Livingston,29,5,0,96,14,26,0,0,8,8,3,10,13,10,3,0,7,9,36,0.53799999,,1,19.200001,7.1999998,2.5999999,2,0.60000002,0,West Conference_15,303
6,Andre Iguodala,31,5,0,136,14,30,2,8,5,16,4,16,20,21,11,3,5,10,35,0.46700001,0.25,0.31299999,27.299999,7,4,4.1999998,2.2,0.60000002,West Conference_15,304
7,Festus Ezeli,25,5,0,79,15,25,0,0,4,10,12,18,30,4,1,4,6,13,34,0.60000002,,0.40000001,15.9,6.8000002,6,0.80000001,0.2,0.80000001,West Conference_15,305
8,Leandro Barbosa,32,5,0,69,10,27,3,10,6,8,2,6,8,8,2,0,0,7,29,0.37,0.30000001,0.75,13.7,5.8000002,1.6,1.6,0.40000001,0,West Conference_15,306
9,Andrew Bogut,30,5,5,107,12,22,0,0,2,5,13,33,46,10,1,9,8,19,26,0.54500002,,0.40000001,21.5,5.1999998,9.1999998,2,0.2,1.8,West Conference_15,307
10,David Lee,31,4,0,13,2,5,0,0,0,0,2,5,7,0,1,0,1,1,4,0.40000001,,,3.2,1,1.8,0,0.30000001,0,West Conference_15,308
11,Brandon Rush,29,1,0,4,1,5,1,2,0,0,1,1,2,0,0,0,0,1,3,0.2,0.5,,3.5,3,2,0,0,0,West Conference_15,309
12,Justin Holiday,25,1,0,4,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,,,,3.5,0,1,1,0,0,West Conference_15,310
13,James Michael McAdoo,22,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,3.5,0,1,0,0,0,West Conference_15,311
1,Stephen Curry,26,6,6,255,54,122,25,65,23,26,5,26,31,38,11,1,28,13,156,0.44299999,0.38499999,0.88499999,42.5,26,5.1999998,6.3000002,1.8,0.2,Finals_15,312
2,Andre Iguodala,31,6,3,222,37,71,14,35,10,28,6,29,35,24,8,2,6,18,98,0.52100003,0.40000001,0.35699999,37.099998,16.299999,5.8000002,4,1.3,0.30000001,Finals_15,313
3,Klay Thompson,24,6,6,227,36,88,12,40,11,12,2,24,26,10,3,6,5,20,95,0.40900001,0.30000001,0.917,37.900002,15.8,4.3000002,1.7,0.5,1,Finals_15,314
4,Draymond Green,24,6,6,222,24,63,5,19,25,34,8,42,50,30,13,7,13,28,78,0.38100001,0.26300001,0.73500001,37,13,8.3000002,5,2.2,1.2,Finals_15,315
5,Harrison Barnes,22,6,6,198,19,51,8,19,7,9,18,17,35,5,5,3,4,17,53,0.373,0.421,0.778,32.900002,8.8000002,5.8000002,0.80000001,0.80000001,0.5,Finals_15,316
6,Leandro Barbosa,32,6,0,64,12,26,3,7,4,4,2,8,10,3,3,1,4,7,31,0.46200001,0.42899999,1,10.7,5.1999998,1.7,0.5,0.5,0.2,Finals_15,317
7,Shaun Livingston,29,6,0,120,12,25,0,1,6,8,5,16,21,13,2,2,6,11,30,0.47999999,0,0.75,20.1,5,3.5,2.2,0.30000001,0.30000001,Finals_15,318
8,Festus Ezeli,25,5,0,50,7,15,0,0,8,11,7,10,17,2,0,3,4,9,22,0.46700001,,0.727,10,4.4000001,3.4000001,0.40000001,0,0.60000002,Finals_15,319
9,David Lee,31,4,0,39,8,15,0,0,6,11,2,8,10,6,1,0,1,8,22,0.53299999,,0.54500002,9.6999998,5.5,2.5,1.5,0.30000001,0,Finals_15,320
10,Andrew Bogut,30,4,3,74,4,9,0,0,2,4,5,19,24,6,1,5,4,11,10,0.44400001,,0.5,18.4,2.5,6,1.5,0.30000001,1.3,Finals_15,321
11,Marreese Speights,27,3,0,16,4,13,0,0,1,2,3,2,5,1,1,0,1,3,9,0.308,,0.5,5.3000002,3,1.7,0.30000001,0.30000001,0,Finals_15,322
12,Justin Holiday,25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0999999,0,0,0,0,0,Finals_15,323
13,James Michael McAdoo,22,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,1.2,0,1,0,0,0,Finals_15,324
1,Stephen Curry,26,6,6,228,51,121,26,64,19,24,6,24,30,39,13,1,24,9,147,0.421,0.40599999,0.792,37.900002,24.5,5,6.5,2.2,0.2,West Semi_15,325
2,Klay Thompson,24,6,6,224,42,88,15,32,8,11,4,25,29,20,5,4,20,14,107,0.477,0.46900001,0.727,37.299999,17.799999,4.8000002,3.3,0.80000001,0.69999999,West Semi_15,326
3,Harrison Barnes,22,6,6,203,31,57,4,16,11,15,9,18,27,9,2,5,11,11,77,0.54400003,0.25,0.73299998,33.799999,12.8,4.5,1.5,0.30000001,0.80000001,West Semi_15,327
4,Draymond Green,24,6,6,204,24,62,9,35,18,23,11,39,50,26,11,4,20,25,75,0.38699999,0.257,0.78299999,34.099998,12.5,8.3000002,4.3000002,1.8,0.69999999,West Semi_15,328
5,Andre Iguodala,31,6,0,164,21,41,11,23,7,12,3,23,26,19,4,2,3,7,60,0.51200002,0.47799999,0.583,27.299999,10,4.3000002,3.2,0.69999999,0.30000001,West Semi_15,329
6,Andrew Bogut,30,6,6,148,14,25,0,1,0,0,13,34,47,11,6,12,8,25,28,0.56,0,,24.6,4.6999998,7.8000002,1.8,1,2,West Semi_15,330
7,Shaun Livingston,29,6,0,95,9,14,0,0,4,4,2,9,11,8,2,2,7,6,22,0.64300001,,1,15.8,3.7,1.8,1.3,0.30000001,0.30000001,West Semi_15,331
8,Marreese Speights,27,3,0,23,7,14,0,0,7,11,0,7,7,0,2,0,2,6,21,0.5,,0.63599998,7.5999999,7,2.3,0,0.69999999,0,West Semi_15,332
9,Leandro Barbosa,32,6,0,48,7,13,2,3,4,5,1,3,4,5,1,0,5,7,20,0.53799999,0.667,0.80000001,8,3.3,0.69999999,0.80000001,0.2,0,West Semi_15,333
10,David Lee,31,5,0,55,6,20,0,0,2,4,7,10,17,2,1,2,0,8,14,0.30000001,,0.5,11,2.8,3.4000001,0.40000001,0.2,0.40000001,West Semi_15,334
11,Festus Ezeli,25,6,0,35,4,6,0,0,1,2,1,7,8,0,0,3,0,1,9,0.667,,0.5,5.9000001,1.5,1.3,0,0,0.5,West Semi_15,335
12,James Michael McAdoo,22,3,0,5,2,3,0,0,0,0,0,2,2,0,0,1,1,0,4,0.667,,,1.8,1.3,0.69999999,0,0,0.30000001,West Semi_15,336
13,Justin Holiday,25,3,0,5,1,2,1,1,0,0,0,0,0,0,0,0,0,1,3,0.5,1,,1.8,1,0,0,0,0,West Semi_15,337
14,Brandon Rush,29,2,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,2,0,0.5,0,0,0,West Semi_15,338
1,Bradley Beal,21,4,4,167,27,71,9,27,20,25,5,16,21,16,6,3,9,8,83,0.38,0.333,0.80000001,41.799999,20.799999,5.3000002,4,1.5,0.80000001,East 1stRd_15,339
2,Marcin Gortat,30,4,4,125,29,39,0,0,11,17,12,28,40,12,3,8,9,12,69,0.74400002,,0.64700001,31.200001,17.299999,10,3,0.80000001,2,East 1stRd_15,340
3,John Wall,24,4,4,152,21,54,3,11,24,28,0,16,16,50,3,4,13,8,69,0.389,0.273,0.85699999,38,17.299999,4,12.5,0.80000001,1,East 1stRd_15,341
4,Paul Pierce,37,4,4,114,19,33,14,24,10,12,0,13,13,4,3,3,6,12,62,0.57599998,0.583,0.833,28.4,15.5,3.3,1,0.80000001,0.80000001,East 1stRd_15,342
5,Otto Porter,21,4,0,128,15,27,5,10,3,8,8,21,29,4,5,2,2,5,38,0.55599999,0.5,0.375,31.9,9.5,7.3000002,1,1.3,0.5,East 1stRd_15,343
6,Drew Gooden,33,4,0,82,13,33,7,14,3,5,9,18,27,4,0,5,5,7,36,0.39399999,0.5,0.60000002,20.6,9,6.8000002,1,0,1.3,East 1stRd_15,344
7,Nene Hilario,32,4,4,97,15,32,0,0,4,9,10,18,28,4,4,0,5,14,34,0.46900001,,0.44400001,24.299999,8.5,7,1,1,0,East 1stRd_15,345
8,Ramon Sessions,28,4,0,66,8,18,5,9,5,6,0,8,8,6,0,1,3,7,26,0.44400001,0.55599999,0.833,16.5,6.5,2,1.5,0,0.30000001,East 1stRd_15,346
9,Kevin Seraphin,25,3,0,33,9,16,0,0,2,4,0,7,7,2,1,0,2,6,20,0.56300002,,0.5,11.1,6.6999998,2.3,0.69999999,0.30000001,0,East 1stRd_15,347
10,Kris Humphries,29,1,0,5,1,1,0,0,0,0,0,3,3,0,0,0,0,1,2,1,,,5.1999998,2,3,0,0,0,East 1stRd_15,348
11,Martell Webster,28,1,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0.5,0,,4.1999998,2,0,0,0,0,East 1stRd_15,349
12,Rasual Butler,35,2,0,7,0,1,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,,3.7,0,0.5,0.5,0,0,East 1stRd_15,350
13,Will Bynum,32,1,0,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,4.1999998,0,0,2,1,0,East 1stRd_15,351
1,Bradley Beal,21,6,6,251,54,129,14,36,29,34,9,25,34,30,10,4,17,11,151,0.419,0.389,0.85299999,41.799999,25.200001,5.6999998,5,1.7,0.69999999,East Semi_15,352
2,Paul Pierce,37,6,6,184,29,66,19,39,7,8,0,29,29,5,3,4,4,21,84,0.43900001,0.48699999,0.875,30.700001,14,4.8000002,0.80000001,0.5,0.69999999,East Semi_15,353
3,Otto Porter,21,6,0,203,24,61,7,22,7,13,16,35,51,14,7,0,4,11,62,0.39300001,0.31799999,0.53799999,33.799999,10.3,8.5,2.3,1.2,0,East Semi_15,354
4,Marcin Gortat,30,6,6,182,25,47,0,0,5,7,15,33,48,10,3,3,7,17,55,0.53200001,,0.71399999,30.4,9.1999998,8,1.7,0.5,0.5,East Semi_15,355
5,John Wall,24,3,3,121,22,56,0,6,9,11,5,12,17,33,7,6,14,5,53,0.39300001,0,0.81800002,40.299999,17.700001,5.6999998,11,2.3,2,East Semi_15,356
6,Ramon Sessions,28,6,3,152,18,52,5,16,8,13,2,14,16,17,4,0,7,7,49,0.34599999,0.31299999,0.61500001,25.299999,8.1999998,2.7,2.8,0.69999999,0,East Semi_15,357
7,Nene Hilario,32,6,6,160,19,44,0,0,7,14,15,23,38,11,5,3,9,18,45,0.43200001,,0.5,26.6,7.5,6.3000002,1.8,0.80000001,0.5,East Semi_15,358
8,Drew Gooden,33,6,0,96,10,28,5,12,7,8,4,24,28,4,2,5,9,14,32,0.35699999,0.417,0.875,15.9,5.3000002,4.6999998,0.69999999,0.30000001,0.80000001,East Semi_15,359
9,Will Bynum,32,2,0,27,7,13,1,2,4,5,2,1,3,1,1,1,5,6,19,0.53799999,0.5,0.80000001,13.6,9.5,1.5,0.5,0.5,0.5,East Semi_15,360
10,Kevin Seraphin,25,3,0,39,6,15,0,0,1,2,3,9,12,0,1,1,2,4,13,0.40000001,,0.5,12.9,4.3000002,4,0,0.30000001,0.30000001,East Semi_15,361
11,Garrett Temple,28,4,0,26,1,6,0,3,5,8,1,2,3,1,2,0,3,4,7,0.167,0,0.625,6.5,1.8,0.80000001,0.30000001,0.5,0,East Semi_15,362
